28888,K326,CLAUDEL Paul,La Ville [2e version],2,1901,Ecrits fictionnels,,non renseigné,,homme,"en un sourire atroce . Comme il pleure de tout son être , laissant échapper la salive comme un enfant ! Il n' y a point de pain pour nous , ô mon fils , tandis qu' il nous restera cette douleur à consoler . C' est la douleur du fils de l' homme qui a voulu goûter et revêtir notre crime , c' est la",douleur,"du fils de Dieu de ne pouvoir présenter à son père tout l' homme dans le mystère de l' ostension . Ivors reste un moment silencieux et la tête baissée , puis il se tourne vers Gérin et Thyrsée , et enfin , se redressant et regardant Coeuvre en face , il dit : soit ! Coeuvre . - homme , crois -tu ?"
7334,N964,VOLTAIRE ,Poème sur le désastre de Lisbonne,1,1756,Ecrits fictionnels,,non renseigné,,homme,"au doute , à l' erreur , abandonné sans lui , cherche envain des roseaux qui lui servent d' appui . Léibnitz ne m' apprend point par quels noeuds invisibles , dans le mieux ordonné des univers possibles , un désordre éternel , un cahos de malheurs , mêle à nos vains plaisirs , de réelles",douleurs,": ni pourquoi l' innocent , ainsi que le coupable , subit également ce mal inévitable . Je ne conçois pas plus , comment tout serait bien : je suis comme un docteur , hélas ! Je ne sçais rien . Platon dit qu' autrefois l' homme avoit eû des aîles , un corps impénétrable aux atteintes mortelles"
12886,S787,BEAUMARCHAIS Pierre-Augustin Caron de,"La Mère coupable ou l'Autre Tartuffe in ""Le Mariage de Figaro""",1,1797,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,". LA COMTESSE Mon enfant , je n' en doute pas . Ton cœur excellent m' en répond . Mais de quoi donc s' afflige -t-il ? LÉON Maman , vous approuvez l' ardent amour que j' ai pour elle ? FLORESTINE , se jetant dans les bras de la Comtesse . Ordonnez -lui donc de se taire ! ( En pleurant . ) Il me fait mourir de",douleur,"! LA COMTESSE Mon enfant , je ne t' entends point . Ma surprise égale la sienne ... Elle frissonne entre mes bras ! Qu' a -t-il donc fait qui puisse te déplaire ? FLORESTINE , se renversant sur elle . Madame , il ne me déplaît point . Je l' aime et le respecte à l' égal de mon frère ; mais qu' il n'"
27866,K878,COURTELINE Georges,Messieurs les ronds-de cuir : tableaux-roman de la vie de bureau,1,1893,Ecrits fictionnels,,non renseigné,,homme,"ah ! La la ! à votre place , c' est moi qui n' hésiterais pas ! Il n' hésitait jamais , à la place des autres . C' était un très gentil garçon , duquel il se fallait méfier comme de la peste . Non qu' il fichât les gens dedans ! Grand Dieu ! ... il les y déposait , voilà tout , délicatement et sans",douleur,", après les avoir pris entre le pouce et l' index . Et quand ils se trouvaient par terre , le derrière entre deux selles , il leur portait des condoléances . Sa perfidie délicieuse et pleine d' ingéniosité empoisonnait sans laisser trace , présentée le sourire aux lèvres , ainsi qu' il"
6458,S692,MARIVAUX Pierre de,La Vie de Marianne ou les Aventures de Madame la comtesse de***,1,1745,Ecrits fictionnels,,non renseigné,,homme,"pas , qui seraient plus ou moins riches , mais tous avares , tous amoureux sans tendresse , qui ne vous donneraient qu' une aisance médiocre et passagère , et dont vous seriez pourtant obligée de souffrir l' amour , même en restant chez Mme Dutour . À ce discours , je me sentis saisie d' une",douleur,"si vive , je me fis tant de pitié à moi -même de me voir exposée à l' insolence d' un pareil détail , que je m' écriai en fondant en larmes : Eh ! mon Dieu , à quoi en suis -je réduite ! Et comme il crut que mon exclamation venait de l' épouvante qu' il me donnait : Doucement , me dit -il d' un air"
4164,S101,REGNARD Jean-François,Le Légataire universel,2,1708,Ecrits fictionnels,,non renseigné,,homme,"Que dans le même instant je veux les faire écrire ! LISETTE Ils reviendront dans peu . ACTE V , SCENE V SCENE V ERASTE , CRISPIN , LISETTE , GERONTE CRISPIN Le ciel vous l' a rendu . ERASTE Hélas ! à ce bonheur me serois -je attendu ? Je revois mon cher oncle , et le ciel , par sa grace , Sensible à mes",douleurs,", permet que je l' embrasse . Aprés l' avoir cru mort , il paroît à mes yeux ! GERONTE Hélas ! mon cher neveu , je n' en suis guerre mieux . Mais je rends grace au ciel de prolonger ma vie , Pour pouvoir maintenant executer l' envie De te donner mon bien par un bon testament . LISETTE Ce garçon -là ,"
41018,R964,VAUTRIN Jean,Bloody Mary,2,1979,Ecrits fictionnels,,non renseigné,,homme,", tu oublies que je suis en train de rompre ma poche des eaux . - Fais ce que je t' ordonne ! dit -il les dents serrées . Il la pinça plus fort . Elle se mordit les lèvres . - Une autre douleur , madame ? s' enquit le brigadier qui s' avançait vers eux . - NON ! hurla Sam , hors de lui -même . RIEN ! Pas de",douleur,"! Et bon dieu , Griaule , foutez -moi la paix ! - Comme vous voudrez , dit Griaule . Il s' éloigna en faisant la gueule . Ils débouchèrent sous l' auvent . La pluie grisait toute l' esplanade , mais elle avait diminué d' intensité . De loin , au bord du trottoir , La Bourdais faisait signe . Il se"
3366,R233,SÉVIGNÉ (de) Mme,Correspondance : t. 3 : 1680-1696,1,1696,Ecrits non fictionnels,,non renseigné,,femme,"point . J' embrasse l' aimable Coligny , pourvu que vous receviez les amitiés sincères de la belle Madelonne . 1688 à Gaignières . à Paris , mardi 9 mars 1688 . J' ai tenté plusieurs fois , monsieur , d' entrer à l' hôtel De Guise pour vous faire mes sincères compliments , et vous dire la",douleur,"que j' ai moi -même de la perte irréparable que nous avons faite , mais vous savez , monsieur , comme les portes sont fermées ; j' ai envoyé un de mes laquais , qui ne trouva personne chez vous . Enfin je suis réduite à vous dire par ce billet que personne ne peut être plus sensible que moi à tout"
3186,Q734,BUSSY-RABUTIN Roger de,"Les Lettres de messire Roger de Rabutin, comte de Bussy : t. 2 : 1681-1692",1,1692,Ecrits non fictionnels,,non renseigné,,homme,"au Marquis De Brandebourg . Lettre 76 . Réponse du Comte De Bussy à Madame De S. à Chaseu , ce 14 novembre 1688 . Je sçavois si bien votre occupation à Philisbourg , madame , que je ne vous ai point écrit depuis l' ouverture de la tranchée . Je comprens bien vos craintes pour le marmot de G et votre",douleur,"pour l' absence de sa mere . Monsieur D' Autun m' a dit que vous lui aviez écrit depuis quelques jours , et qu' il n' avoit pas trouvé dans votre lettre cette gayeté qui les rend d' ordinaire si agréables . Je lui dis que vos allarmes pour le petit de G et votre chagrin pour le départ de la belle"
6764,Q263,TENCIN marquise de ,Les Malheurs de l'amour : 1,1,1747,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,femme,"le droit . Ne vous faites pas cette illusion , me répondit -elle : si Barbasan est tel que vous me le représentez , il vous obéira ; s' il est différent , il ne vaut pas le chagrin qu' il vous donne : elle me fit promettre que je la viendrois voir , et que je ne lui cacherois rien . Je la quittai avec une",douleur,"de plus : elle avoit porté dans mon coeur une triste lumière . Ma tendresse pour Barbasan ne me présageoit que des peines ; je trouvois cependant une douceur ifinie à m' y abandonner ; j' imaginois même du plaisir à souffrir pour ce que j' aimois . J' étois à peine rentrée dans la maison , que"
16591,L934,QUINET Edgar,Ahasvérus,1,1833,Ecrits fictionnels,,non renseigné,,homme,"Christ . Est -ce une vierge qui vous a nourrie comme moi ? L' éternité . Personne ne m' a nourrie . Je n' ai ni père , ni mère . Le Christ . Qui donc vous ensevelira , quand , vous aussi , vous monterez votre calvaire ? L' éternité . Je ne monte , ni ne descends ; je n' ai ni sommet , ni vallée , ni joie , ni",douleur,". Le Christ . C' est moi qui ai tari votre douleur dans votre puits ; c' est moi qui me suis levé avant vous pour me rassasier des larmes de toutes choses ; c' est moi qui ai bu toute amertume dans la coupe du jour , dans la coupe de la nuit ; c' est moi qui ai crié , dès le matin : donne -moi ta tristesse , au"
25244,M234,ZOLA Émile,Une page d'amour,1,1878,Ecrits fictionnels,,non renseigné,,homme,", défaillant lui -même , dut la prendre dans ses bras . Cependant , le docteur interrogeait vivement Hélène . - c' est la jambe droite qui a porté , n' est -ce pas ? ... vous ne pouvez vous mettre debout ? Et , comme elle restait étourdie , sans répondre , il demanda encore : - vous souffrez ? - une",douleur,"sourde , là , au genou , dit -elle péniblement . Alors , il envoya sa femme chercher sa pharmacie et des bandages . Il répétait : - il faut voir , il faut voir ... ce n' est rien sans doute . Puis , il s' agenouilla sur le gravier . Hélène le laissait faire . Mais , lorsqu' il avança les mains , elle se"
2536,R309,CORNEILLE Pierre,"Le Cid : tragédie, 1636",1,1682,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,"cette pitié vous dure , Vous serez libre alors de venger mon injure . DON SANCHE . C' est l' unique bonheur où mon âme prétend ; Et pouvant l' espérer , je m' en vais trop content . ACTE III , SCÈNE III . CHIMÈNE , ELVIRE . CHIMÈNE . Enfin je me vois libre , et je puis sans contrainte De mes vives",douleurs,"te faire voir l' atteinte ; Je puis donner passage à mes tristes soupirs ; Je puis t' ouvrir mon âme et tous mes déplaisirs . Mon père est mort , Elvire ; et la première épée Dont s' est armé Rodrigue , a sa trame coupée . Pleurez , pleurez , mes yeux , et fondez -vous en eau ! La moitié de ma vie a"
33149,S648,LACRETELLE Jacques de,Sarn [trad.],2,1930,Ecrits fictionnels,,non renseigné,,homme,"mais les hommes forts et maîtres d' eux -mêmes . Certains peuvent se refuser à cette pitié comme le fit mon frère Sarn ; mais ils ne l' éprouveront pas moins un jour , et plus ils auront résisté , plus le moment venu , ils seront entraînés . Oui , cela peut même devenir pour un homme une telle",douleur,"qu' il en arrive à détester sa vie . LIVRE DEUXIÈME , CHAPITRE V , LA VEILLÉE D' AMOUR CHAPITRE V LA VEILLÉE D' AMOUR Les préparatifs de la fête furent assez longs , surtout à cause de la poule aux gâteaux . Certaines personnes bien pensantes craignent ce jeu qui est une sorte de jeu de hasard"
2960,Q543,BERNIER François,Abrégé de la philosophie de Gassendi : 6,1,1684,Ecrits non fictionnels,Ouvrage [texte imprimé],"philosophie, épistémologie",Textes d'auteurs français,homme,"ces trois temps . Ces passions sont l' amour , et la hayne , en ce qu' elles regardent non seulement le plaisir , et la douleur , mais aussi leurs causes , l' amour regardant le bien qui cause , qui a causé , et qui doit causer du plaisir ; la hayne le mal qui cause , qui a causé , et qui doit causer de la",douleur,". Et d' autant que le bien tandis qu' il est present , est de telle maniere aimé acause du plaisir qu' il fait naistre , que l' ame se repose , pour ainsi dire , dans sa joüissance , comme elle se repose aussi dans le plaisir d' en avoir joüy , et que lorsqu' il est à venir ou absent , elle ne se repose"
24206,M625,MALLARMÉ Stéphane,Igitur,1,1869,Ecrits fictionnels,,non renseigné,,homme,"sensation d' éternité , en laquelle semblait expirer la chambre , elle m' apparût comme l' horreur de cette éternité . Et quand je rouvrais les yeux au fond du miroir , je voyais le personnage d' horreur , le fantôme de l' horreur absorber peu à peu ce qui restait de sentiment et de",douleur,"dans la glace , nourrir son horreur des suprêmes frissons des chimères et de l' instabilité des tentures , et se former en raréfiant la glace jusqu' à une pureté inouïe , - jusqu' à ce qu' il se détachât , permanent , de la glace absolument pure , comme pris dans son froid , - jusqu' à ce qu'"
39544,E059,DELBO Charlotte,Auschwitz et après I : Aucun de nous ne reviendra,2,1965,Ecrits fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,femme,qui avaient emporté leur violon . AINSI VOUS CROYIEZ Ainsi vous croyiez qu' aux lèvres des mourants ne montent que des paroles solennelles parce que le solennel fleurit naturellement au lit de la mort un lit est toujours prêt à l' apparat des funérailles avec la famille au bord la sincère,douleur,"l' air de circonstance . Nues sur les grabats du revir , nos camarades presque toutes ont dit : «  Cette fois -ci je vais claboter .   » Elles étaient nues sur les planches nues . Elles étaient sales et les planches étaient sales de diarrhée et de pus . Elles ne savaient pas que c' était leur"
10996,N356,BARRUEL Augustin,Les Helviennes ou Lettres provinciales philosophiques t. 4,1,1781,Ecrits non fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,homme,"et les voeux du mensonge ; de réserver pour elle tout le poids de votre existence domestique , de vos chagrins , de vos humeurs , de vos infirmités , et de porter ailleurs vos jouissances , vos plaisirs , et ce coeur dont la possession pouvait seule alléger ses ennuis , ses peines , ses travaux , ses",douleurs,"? Il n' est donc pas injuste ce père qui reçoit dans ses foyers les caresses d' une épouse qu' il trompe , et celles des enfans dont elle l' environne , et qui porte les siennes à la mère , aux enfans de la prostitution ? Quelle étonnante philosophie que celle qui ne voit que l' erreur du préjugé"
25648,S739,HUGO Victor,Les Misérables,1,1881,Ecrits fictionnels,,non renseigné,,homme,"longtemps déjà le scrupule était maître de cet homme . De tels accès du juste et du bien ne sont pas propres aux natures vulgaires . Réveil de conscience , c' est grandeur d' âme . Jean Valjean était sincère . Cette sincérité , visible , palpable , irréfragable , évidente même par la",douleur,"qu' elle lui faisait , rendait les informations inutiles et donnait autorité à tout ce que disait cet homme . Ici , pour Marius , interversion étrange des situations . Que sortait -il de M. Fauchelevent ? la défiance . Que se dégageait -il de Jean Valjean ? la confiance . Dans le mystérieux"
20298,M455,BALZAC Honoré de,Louis Lambert,1,1846,Ecrits fictionnels,,non renseigné,,homme,"à les dessécher , à les gripper ; puis , si les gants échappaient aux fureteurs , ils se mouillaient , se recroquevillaient faute de soin . Il n' y avait pas de gants possibles . Les gants paraissaient être un privilège , et les enfants veulent se voir égaux . Ces différents genres de",douleur,"assaillirent Louis Lambert . Semblable aux hommes méditatifs qui , dans le calme de leurs rêveries , contractent l' habitude de quelque mouvement machinal , il avait la manie de jouer avec ses souliers et les détruisait en peu de temps . Son teint de femme , la peau de ses oreilles , ses lèvres"
4536,S881,GALLAND Antoine,Les Mille et une nuits : t. 2,1,1715,Ecrits fictionnels,,non renseigné,,homme,"me suis trouvée toute cette nuit et toute la nuit passée .   » Après ce préambule , qui apaisa et qui attendrit un peu le sultan , elle lui raconta fidèlement tout ce qui lui était arrivé pendant ces deux fâcheuses nuits , mais d' une manière si touchante qu' il en fut vivement pénétré de",douleur,", par l' amour et par la tendresse qu' il avait pour elle . Elle finit par ces paroles : «  Si Votre Majesté a le moindre doute sur le récit que je viens de lui faire , elle peut s' en informer de l' époux qu' elle m' a donné . Je suis persuadée qu' il rendra à la vérité le même témoignage que je lui"
12181,R575,*SANS MENTION D'AUTEUR ,Les Femmes dans la Révolution française : 1789-1794 : t. 1 (1789-1790),2,1790,non renseigné,,non renseigné,,,"en suspens ! songez combien celui qui entrevoit le bonheur après tant de siècles d' infortunes , de persécutions , de mauvais traitemens , est impatient d' en jouir ! songez qu' en couronnant votre ouvrage par cet acte de justice , vous allez répandre la joie dans des coeurs opprimés par la",douleur,", et rendre à l' homme ce qu' il a droit d' attendre de vous . Il n' y a pas un instant à perdre . Vos rivaux et vos émules en mérite , et que vous surpassez déja en talens , s' occupent d' un projet qui vous enlevera la gloire de les avoir aussi surpassés en lumières . Oui , le Parlement d' Angleterre"
22100,M957,SAND George,Histoire de ma vie : 3,1,1855,Ecrits non fictionnels,Ouvrage [texte imprimé],littérature,Textes d'auteurs français,femme,"le souvenir des guerres ruineuses de l' empire . était -ce affaire d' intérêt , considération de fortune , ou amour de la sécurité ? James bataillait contre eux en vrai chevalier de la France , ne voyant que l' honneur du drapeau , l' horreur de l' étranger , la honte de la défaite et la",douleur,"de la trahison . Après sept ans de restauration , il avait encore des larmes pour les héros du passé , et comme il n' était ni bête , ni ridicule , ni culotte de peau , on écoutait avec émotion ses longues histoires de guerre souvent répétées , mais toujours pittoresques et saisissantes ."
18166,L844,BERTRAND Aloysius,Gaspard de la nuit : fantaisies à la manière de Callot et Rembrandt,1,1841,Ecrits fictionnels,,non renseigné,,homme,"extraites du portefeuille de l' auteur : le bel Alcade c' est pour te suivre , ô bel Alcade , que je me suis exilée de la terre des parfums , où gémissent de mon absence mes compagnes dans la prairie , mes colombes dans le feuillage des palmiers . Ma mère , ô bel Alcade , tendit de sa couche de",douleurs,"la main vers moi ; cette main retomba glacée , et je ne m' arrêtai pas au seuil pour pleurer ma mère qui n' était plus . Je n' ai point pleuré , ô bel Alcade , lorsque le soir , seule avec toi et notre barque errant loin du bord , les brises embaumées de ma patrie traversaient les flots pour venir me"
18257,R688,BALZAC Honoré de,La Vendetta,1,1842,Ecrits fictionnels,,non renseigné,,homme,"pouvait encore se passer , il vendit tout à vil prix , et la somme qu' il en obtint prolongea l' agonie du ménage pendant quelques moments . Dans ces jours de malheur , Ginevra montra la sublimité de son caractère et l' étendue de sa résignation , elle supporta stoïquement les atteintes de la",douleur,"; son âme énergique la soutenait contre tous les maux ; elle travaillait d' une main défaillante auprès de son fils mourant , expédiait les soins du ménage avec une activité miraculeuse , et suffisait à tout . Elle était même heureuse encore quand elle voyait sur les lèvres de Luigi un"
39784,S347,DERRIDA Jacques,De la grammatologie,2,1967,Ecrits non fictionnels,,philosophie,,homme,"est question d' émouvoir le cœur et d' enflammer les passions , c' est tout autre chose . L' impression successive du discours , qui frappe à coups redoublés , vous donne bien une autre émotion que la présence de l' objet même , où d' un coup d' œil vous avez tout vu . Supposez une situation de",douleur,"parfaitement connue ; en voyant la personne affligée vous serez difficilement ému jusqu' à pleurer : mais laissez -lui le temps de vous dire tout ce qu' elle sent , et bientôt vous allez fondre en larmes . Ce n' est qu' ainsi que les scènes de tragédie font leur effet . La seule pantomime sans"
7535,N538,DIDEROT Denis,Le Père de famille,1,1758,Ecrits fictionnels,,non renseigné,,homme,"fait ? quel droit as -tu sur moi ?... Je veux m' en aller ... Qui est -ce qui osera m' arrêter ? Vous m' aimez ?... vous m' avez aimée ?... vous ? SAINT-ALBIN . Qu' ils le disent . SOPHIE . Vous avez résolu ma perte ... Oui , vous l' avez résolue , et vous l' achèverez ... Ah ! Sergi ! ( En disant ce mot avec",douleur,", elle se laisse aller dans un fauteuil ; elle détourne son visage de Saint-Albin et se met à pleurer . ) SAINT-ALBIN . Vous détournez vos yeux de moi ... Vous pleurez . Ah ! j' ai mérité la mort ... Malheureux que je suis ! Qu' ai -je voulu ? Qu' ai -je dit ? Qu' ai -je osé ? Qu' ai -je fait ? SOPHIE , à"
29955,L292,RAMUZ Charles-Ferdinand,"Aimé Pache, peintre vaudois",2,1911,Ecrits fictionnels,,non renseigné,,homme,"pas . Il en voulait au juge , il en voulait même à sa mère , irrité jusqu' à l' injustice , car il ne savait pas encore que pour une volonté forte , rien ne vaut la difficulté ; mais c' est qu' il était blessé , et la raison ne vient qu' ensuite , il y a tout d' abord le choc , les mains qu' on porte à sa",douleur,"et on la serre contre soi . Comme il faisait encore , et descendit la tête basse . La chaude nuit commença sur la terre . Il vit la lampe à la cuisine , de la lumière aussi dans le bureau ; aucun bruit toutefois , personne sur le banc comme les autres soirs . Sur la pointe des pieds , il monta dans sa"
36012,L246,MOUNIER Emmanuel,Traité du caractère,2,1946,Ecrits non fictionnels,,autres sciences humaines,,homme,": l' émotion subsiste et exerce aveuglément ses ravages . On la réduit au contraire en concentrant sur elle l' attention de l' esprit et en l' intellectualisant . Si Pascal guérissait ses rages de dents en cherchant la surface de la cycloïde , analyser le cheminement physique de sa",douleur,"est un moyen plus commun pour la calmer . Chez les prédisposés à l' émotion brute , on peut conseiller la rêverie même qui , est un commencement d' extériorisation , un étalement de l' émotion primitive . Le seul fait de la rythmer la désarme déjà . Ainsi que Saül utilisait la harpe de"
34598,K359,MALRAUX André,L'Espoir,2,1937,Ecrits fictionnels,,non renseigné,,homme,". Que valent les mots en face d' un corps déchiqueté ? Maintenant que le garçon avait amené sa douleur jusqu' au silence , la mère faisait la seule chose qu' elle pût faire : elle l' embrassait . Manuel entendait distinctement les baisers , de plus en plus précipités , comme si , sentant la",douleur,"suspendue et prête à revenir , la femme eût voulu l' arrêter à force de tendresse . Une main attrapa la moustiquaire et la tordit à poignée ; Manuel ressentit cette douleur accrochée à l' air vide comme si elle l' eût été à son propre bras . La main se rouvrit , et les cris reprirent . -"
16266,L938,DESBORDES-VALMORE Marceline,Œuvres poétiques I,1,1833,Ecrits fictionnels,,non renseigné,,femme,"ruisseau paraît calme , et pourtant il soupire . On ne sait trop s' il fuit ... s' il cherche ... s' il attend ... mais il est malheureux , puisque mon coeur l' entend . Doris tu rêves . Son cristal est pur , vif et limpide ; on le dirait joyeux de caresser des fleurs . Hélène pour moi , j' y reconnais une",douleur,"timide : souvent dans un sourire on devine des pleurs . Toi qui chantes toujours , tu ne peux le comprendre . Ma voix n' a plus d' essor , et j' ai le temps d' apprendre qu' un chagrin se révèle en soupirant tout bas : si je pouvais chanter , je ne l' entendrais pas ! Doris s' il parle , il dit au bois que nous"
19907,S149,BALZAC Honoré de,L'Enfant maudit,1,1845,Ecrits fictionnels,,non renseigné,,homme,"lui répondit -elle tout en espérant que la musique serait un prétexte pour se trouver avec elle . Si la pauvre enfant avait su la vie d' étienne , elle se serait bien gardée d' exprimer un doute . Pour lui , la parole était un retentissement de l' âme , et cette phrase lui causa la plus profonde",douleur,". Il arrivait le coeur plein en redoutant jusqu' à une obscurité dans sa lumière , et il rencontrait un doute . Sa joie s' éteignit , il se replongea dans son désert et n' y trouva plus les fleurs dont il l' avait embelli . éclairée par la prescience des douleurs qui distingue l' ange chargé de"
